# Region          : all region0
# Cells           : 200
# Volume          : 3.0000000000e-07
# Time            	volAverage(porosityF)
0.25              	9.9940000732e-01
0.5               	9.9940612139e-01
0.75              	9.9941078797e-01
1                 	9.9941772411e-01
1.25              	9.9944238119e-01
1.5               	9.9967799191e-01
1.75              	9.9993840652e-01
2                 	9.9999563162e-01
