# Region          : all region0
# Cells           : 3200
# Volume          : 3.0000000000e-07
# Time            	volAverage(porosityF)
0.25              	9.9940395676e-01
0.5               	9.9940890626e-01
0.75              	9.9941388756e-01
1                 	9.9941887683e-01
1.25              	9.9942386803e-01
1.5               	9.9962968952e-01
1.75              	9.9999826788e-01
2                 	9.9999999993e-01
