# Region          : all region0
# Cells           : 200
# Volume          : 3.0000000000e-07
# Time            	max(Ts)
0.1               	5.9958883733e+02
0.2               	5.9781733494e+02
0.3               	9.0258173862e+12
0.4               	9.0258173862e+12
0.5               	9.0258173862e+12
