# Region          : all region0
# Cells           : 2
# Volume          : 2.0000000000e-09
# Time            	max(Ts)
0.5               	7.9628296409e+02
1                 	7.9260953736e+02
1.5               	7.8897571020e+02
2                 	7.8538129948e+02
2.5               	7.8182454866e+02
3                 	7.7992867176e+02
3.5               	7.7990965766e+02
4                 	7.7989404944e+02
4.5               	7.7988129934e+02
5                 	7.7987090897e+02
