# Region          : all region0
# Cells           : 250
# Volume          : 5.0000000000e-07
# Time            	volAverage(porosityF)
0.02              	4.0000039349e-01
0.04              	4.0000078016e-01
0.06              	4.0000116075e-01
0.08              	4.0000153589e-01
0.1               	4.0000190613e-01
0.12              	4.0000227193e-01
0.14              	4.0000263371e-01
0.16              	4.0000299187e-01
0.18              	4.0000334673e-01
0.2               	4.0000369860e-01
