# Region          : all region0
# Cells           : 200
# Volume          : 3.0000000000e-07
# Time            	min(porosityF)
0.25              	9.9109353907e-01
0.5               	9.9210418698e-01
0.75              	9.9258561626e-01
1                 	9.9305891692e-01
1.25              	9.9330135967e-01
1.5               	9.9387357358e-01
1.75              	9.9706778135e-01
2                 	9.9973697753e-01
