# Region          : all region0
# Cells           : 2
# Volume          : 2.0000000000e-09
# Time            	volAverage(Ts)
0.05              	6.4845457319e+02
0.1               	5.8747738515e+02
0.15              	5.5839770437e+02
0.2               	5.4113866494e+02
0.25              	5.2849916890e+02
0.3               	5.1786697577e+02
0.35              	5.0828396229e+02
0.4               	4.9938833145e+02
0.45              	4.9103351353e+02
0.5               	4.8315109239e+02
