# Region          : all region0
# Cells           : 200
# Volume          : 1.6000000000e-06
# Time            	volAverage(porosityF)
0.05              	4.0042619241e-01
0.1               	4.0099353631e-01
0.15              	4.0173699493e-01
0.2               	4.0268936917e-01
0.25              	4.0388197404e-01
0.3               	4.0534454538e-01
0.35              	4.0710542164e-01
0.4               	4.0919181899e-01
0.45              	4.1163020410e-01
0.5               	4.1444667030e-01
