# Region          : all region0
# Cells           : 250
# Volume          : 5.0000000000e-07
# Time            	volAverage(Ts)
0.02              	1.0000053820e+03
0.04              	1.0000104893e+03
0.06              	1.0000156819e+03
0.08              	1.0000208216e+03
0.1               	1.0000256867e+03
0.12              	1.0000303976e+03
0.14              	1.0000352709e+03
0.16              	1.0000402570e+03
0.18              	1.0000449673e+03
0.2               	1.0000493707e+03
