# Region          : all region0
# Cells           : 3200
# Volume          : 3.0000000000e-07
# Time            	volAverage(Ts)
0.25              	8.0397307199e+09
0.5               	8.1477208570e+09
0.75              	8.1561336203e+09
1                 	8.1566862836e+09
1.25              	8.1567214829e+09
1.5               	8.1567240347e+09
1.75              	8.1567244386e+09
2                 	8.1567244386e+09
