# Region          : all region0
# Cells           : 800
# Volume          : 3.0000000000e-07
# Time            	volAverage(Ts)
0.25              	6.3684362505e+01
0.5               	7.9655848190e+01
0.75              	9.5855702413e+01
1                 	1.1517555615e+02
1.25              	1.2732873474e+02
1.5               	1.2317184249e+02
1.75              	1.1476670272e+02
2                 	1.0556643640e+02
