# Region          : all region0
# Cells           : 200
# Volume          : 1.6000000000e-06
# Time            	max(Ts)
0.05              	3.3609676215e+02
0.1               	3.6965927414e+02
0.15              	4.0101030030e+02
0.2               	4.3052308633e+02
0.25              	4.5853659799e+02
0.3               	4.8535852542e+02
0.35              	5.1127031931e+02
0.4               	5.3653324072e+02
0.45              	5.6139456436e+02
0.5               	5.8609470067e+02
