# Region          : all region0
# Cells           : 3200
# Volume          : 3.0000000000e-07
# Time            	volAverage(porosityF)
0.25              	9.9940395672e-01
0.5               	9.9940890611e-01
0.75              	9.9941388729e-01
1                 	9.9941887643e-01
1.25              	9.9942386752e-01
1.5               	9.9962968907e-01
1.75              	9.9999826788e-01
2                 	9.9999999993e-01
