# Region          : all region0
# Cells           : 4
# Volume          : 4.0000000000e-09
# Time            	volAverage(Ts)
0.05              	1.0999444825e+03
0.1               	1.0998890340e+03
0.15              	1.0998336539e+03
0.2               	1.0997783419e+03
0.25              	1.0997230975e+03
0.3               	1.0996679202e+03
0.35              	1.0996128097e+03
0.4               	1.0995577656e+03
0.45              	1.0995027874e+03
0.5               	1.0994478747e+03
