# Region          : all region0
# Cells           : 800
# Volume          : 3.0000000000e-07
# Time            	volAverage(Ts)
0.25              	3.6425295676e+10
0.5               	3.6621473251e+10
0.75              	3.6658136008e+10
1                 	3.6666738863e+10
1.25              	3.6668674562e+10
1.5               	3.6669207047e+10
1.75              	3.6669531319e+10
2                 	3.6669531319e+10
