# Region          : all region0
# Cells           : 800
# Volume          : 3.0000000000e-07
# Time            	min(porosityF)
0.25              	9.9001777794e-01
0.5               	9.9010980407e-01
0.75              	9.9021403344e-01
1                 	9.9031494670e-01
1.25              	9.9040983835e-01
1.5               	9.6951559640e-01
1.75              	9.4040129090e-01
2                 	9.4000084897e-01
