# Region          : all region0
# Cells           : 800
# Volume          : 3.0000000000e-07
# Time            	max(Ts)
0.25              	5.3339806851e+02
0.5               	4.8798537642e+02
0.75              	4.5501178084e+02
1                 	4.9511754841e+02
1.25              	4.9336923987e+02
1.5               	4.9048479175e+02
1.75              	4.8740666794e+02
2                 	4.8233638041e+02
