# Region          : all region0
# Cells           : 2
# Volume          : 2.0000000000e-09
# Time            	volAverage(Ts)
0.05              	6.5303587787e+02
0.1               	5.9124719313e+02
0.15              	5.6098420707e+02
0.2               	5.4295172876e+02
0.25              	5.2988979114e+02
0.3               	5.1903828645e+02
0.35              	5.0933814287e+02
0.4               	5.0037330710e+02
0.45              	4.9197097117e+02
0.5               	4.8405077078e+02
