#format x_y_z_r
-0.00203232	-0.00171738	-0.00120834	0.00075
0.00316326	0.00418382	-0.00653857	0.00075
-0.00370168	-0.000704588	-0.000440049	0.00075
-0.000650907	0.00350811	-0.00901895	0.00075
-0.00257343	0.00172693	-0.0016596	0.00075
-0.00320101	0.000475375	0.00594712	0.00075
0.00297896	-0.00163173	0.000104987	0.00075
0.00236856	-0.00251655	-0.00693576	0.00075
-0.00165509	0.003006	0.0083477	0.00075
0.00248497	0.00156753	-0.00684081	0.00075
-0.00166467	-0.00393595	0.00828316	0.00075
0.00313589	-0.00133161	0.00511356	0.00075
-0.00120566	-0.00186969	-0.00374541	0.00075
0.00219444	0.0019432	0.0031608	0.00075
0.000344596	0.000666496	-0.00811522	0.00075
-0.00354425	-0.00070638	-0.003912	0.00075
0.0017945	-0.00279271	0.00525009	0.00075
-0.00218372	0.00359314	-0.00546907	0.00075
-0.00393741	-0.00416334	0.00745326	0.00075
0.00236149	0.0037464	0.00494273	0.00075
-0.00199255	0.00285772	0.00369985	0.00075
-0.00155502	-0.00400124	-0.0058102	0.00075
-0.00379559	-0.000347656	-0.00669692	0.00075
-0.00395431	0.00134998	0.00102665	0.00075
0.000122718	-0.00108988	0.00298543	0.00075
-0.000954946	-0.00288673	0.00215625	0.00075
-0.00022385	-0.00311271	-0.00620377	0.00075
0.00239474	0.00167061	-0.00873735	0.00075
-0.00210099	-0.000444556	-0.00538727	0.00075
-0.00102874	0.000499932	-0.0074526	0.00075
0.00070403	-0.000741873	-0.00524245	0.00075
0.00387801	-0.000150241	-0.000771916	0.00075
-0.000680906	0.00204491	-0.00147187	0.00075
0.00331915	0.00232431	-0.000430217	0.00075
-0.0035609	-0.00140691	0.00906994	0.00075
0.00329081	-0.00110456	-0.0083113	0.00075
0.000237832	0.000467813	0.00274798	0.00075
-0.000412877	-0.00176103	0.00119126	0.00075
0.00219408	0.00176326	0.00605697	0.00075
0.00151722	-0.00372941	0.00163732	0.00075
0.0037113	0.00029236	0.00776479	0.00075
-0.00112686	-0.00254502	-0.00752823	0.00075
0.000207886	0.00220838	0.00512356	0.00075
0.00289379	0.00336671	0.00906338	0.00075
-0.000834621	0.00108196	-0.00347407	0.00075
-0.00264085	-0.00317298	0.00256967	0.00075
0.00164352	-0.0013252	0.00787577	0.00075
0.0022775	0.00341822	-0.00383765	0.00075
0.00404835	-0.00351614	0.00826145	0.00075
0.00147706	0.00225394	-0.00592926	0.00075
0.00125009	0.00152952	-0.00348625	0.00075
-0.00326041	-0.00263046	-0.00116606	0.00075
-0.00409524	0.00320538	-0.00107116	0.00075
-6.10019e-05	0.00216942	0.00870579	0.00075
-0.00322887	0.00259334	-0.00435319	0.00075
0.0037826	-0.00415393	0.00125717	0.00075
0.00419037	-0.00124929	-0.00597174	0.00075
0.00342585	0.002579	0.00213615	0.00075
0.00187099	-0.00333751	0.00817727	0.00075
-0.000911305	0.0012718	0.00604058	0.00075
-0.000316193	-0.000264677	-0.00045529	0.00075
-0.00235067	-0.00152898	0.00413484	0.00075
-0.00250371	-0.00148139	-0.00690009	0.00075
-0.0035611	0.0029366	0.00643552	0.00075
0.00382619	0.000904334	-0.00411648	0.00075
-4.54575e-05	0.00279133	0.00283375	0.00075
-0.00207328	0.000407278	0.00351067	0.00075
-0.00388767	0.00244396	0.00837807	0.00075
0.00381878	0.00269407	-0.00657889	0.00075
0.00307943	0.00404927	-0.00179046	0.00075
-0.00249345	-0.00316106	0.00478328	0.00075
0.00118597	0.00284582	-0.00838439	0.00075
-0.00294901	0.00417973	0.00123864	0.00075
0.00252735	-0.00402283	-0.00598116	0.00075
0.00410186	0.00117171	0.00296059	0.00075
0.00239822	-0.00416527	-0.000875199	0.00075
0.000758675	0.00400942	-0.000922321	0.00075
0.000512047	-0.00206764	-0.00134273	0.00075
0.00166636	-0.000340874	0.00416615	0.00075
0.00415001	0.00159246	-0.00281621	0.00075
-0.00124903	0.002047	-0.00543662	0.00075
-0.00400696	-0.00252494	-0.00798065	0.00075
0.00240088	-0.00303752	-0.00369706	0.00075
0.00334749	0.000999718	0.000787392	0.00075
0.000559291	-0.00233761	0.0070692	0.00075
-0.00127589	0.0039105	-0.00711731	0.00075
0.00128719	0.00212366	-0.00084562	0.00075
-0.00279461	-0.00290159	0.00880763	0.00075
0.00396705	0.00395023	-0.00511652	0.00075
0.00342114	-0.00389407	0.00360934	0.00075
-0.0010011	0.000347504	-0.00172086	0.00075
0.00283507	0.00323413	-0.00795389	0.00075
-0.00120559	-0.00417831	-0.00185032	0.00075
0.00153747	0.00389501	-0.00234642	0.00075
0.0018939	5.33799e-05	-0.00315789	0.00075
0.00198988	0.000836156	0.0072353	0.00075
0.000478558	-0.000799203	-0.0067637	0.00075
-0.00288631	-0.000564072	-0.00227355	0.00075
0.0038931	-9.6839e-05	-0.00284318	0.00075
0.00334158	-0.00301245	-0.00507616	0.00075
000651797	0.00075
