# Region          : all region0
# Cells           : 200
# Volume          : 1.6000000000e-06
# Time            	max(Ts)
0.05              	3.3576010984e+02
0.1               	3.6862148601e+02
0.15              	3.9876621180e+02
0.2               	4.2641981272e+02
0.25              	4.5178675910e+02
0.3               	4.7505555469e+02
0.35              	4.9640189699e+02
0.4               	5.1599039279e+02
0.45              	5.3397541899e+02
0.5               	5.5050143563e+02
