# Region          : all region0
# Cells           : 200
# Volume          : 2.0000000000e-07
# Time            	volIntegrate(Ycharm)	volIntegrate(Yashm)	volIntegrate(Yhumm)	volIntegrate(Yrubberwoodm)
1.525             	8.0062486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.53              	8.0324986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.535             	8.0587486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.54              	8.0849986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.545             	8.1112486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.55              	8.1374986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.555             	8.1637486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.56              	8.1899986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.565             	8.2162486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.57              	8.2424986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.575             	8.2687486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.58              	8.2949986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.585             	8.3212486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.59              	8.3474986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.595             	8.3737486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.6               	8.3999986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.605             	8.4262486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.61              	8.4524986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.615             	8.4787486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.62              	8.5049986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.625             	8.5312486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.63              	8.5574986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.635             	8.5837486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.64              	8.6099986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.645             	8.6362486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.65              	8.6624986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.655             	8.6887486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.66              	8.7149986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.665             	8.7412486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.67              	8.7674986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.675             	8.7937486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.68              	8.8199986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.685             	8.8462486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.69              	8.8724986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.695             	8.8987486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.7               	8.9249986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.705             	8.9512486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.71              	8.9774986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.715             	9.0037486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.72              	9.0299986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.725             	9.0562486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.73              	9.0824986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.735             	9.1087486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.74              	9.1349986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.745             	9.1612486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.75              	9.1874986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.755             	9.2137486140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.76              	9.2399986140e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.765             	9.2662419816e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.77              	9.2924564377e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.775             	9.3186184526e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.78              	9.3447054887e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.785             	9.3706959640e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.79              	9.3965692202e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.795             	9.4223054954e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.8               	9.4478858995e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.805             	9.4732923934e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.81              	9.4985077100e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.815             	9.5235147801e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.82              	9.5482964511e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.825             	9.5728395766e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.83              	9.5971369482e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.835             	9.6211817704e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.84              	9.6449672430e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.845             	9.6684866065e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.85              	9.6917331847e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.855             	9.7147004211e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.86              	9.7373819133e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.865             	9.7597714428e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.87              	9.7818630014e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.875             	9.8036508143e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.88              	9.8251286654e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.885             	9.8462790664e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.89              	9.8670778926e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.895             	9.8875041475e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.9               	9.9075399050e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.905             	9.9271700579e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.91              	9.9463820836e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.915             	9.9651658243e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.92              	9.9835132833e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.925             	1.0001418434e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.93              	1.0018877042e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.935             	1.0035886502e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.94              	1.0052445681e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.945             	1.0068554779e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.95              	1.0084215196e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.955             	1.0099429408e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.96              	1.0114200855e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.965             	1.0128533837e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.97              	1.0142433414e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.975             	1.0155905319e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.98              	1.0168955875e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.985             	1.0181591919e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.99              	1.0193820730e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.995             	1.0205649970e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2                 	1.0217087620e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
