# Region          : all region0
# Cells           : 200
# Volume          : 1.6000000000e-06
# Time            	volAverage(porosityF)
0.05              	4.0042636060e-01
0.1               	4.0099428192e-01
0.15              	4.0173871770e-01
0.2               	4.0269248423e-01
0.25              	4.0388687394e-01
0.3               	4.0535157861e-01
0.35              	4.0711486655e-01
0.4               	4.0920388882e-01
0.45              	4.1164502820e-01
0.5               	4.1446430216e-01
