# Region          : all region0
# Cells           : 200
# Volume          : 3.0000000000e-07
# Time            	min(Ts)
0.1               	-1.0000000000e+00
0.2               	-1.0000000000e+00
0.3               	-1.0000000000e+00
0.4               	-1.0000000000e+00
0.5               	-1.0000000000e+00
